ID;Prioridad_proceso;Tipo_trabajo;Capacidad_y_brecha;Actores;Relacion_otros_modulos;Criterio_aceptacion;Prueba;Dependencia
PRD-15;Media;Completar cobertura funcional;Reactivación administrativa. Completada es estado terminal sin reactivación administrativa conectada. Requiere preservar historial y resolver efecto financiero antes de ampliar.;Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se permite volver al trabajo operativo preservando sesiones previas; es una acción diferenciada del cierre o entrega y debe reconciliarse con la política financiera objetivo.";"E2E-21: Se permite volver al trabajo operativo preservando sesiones previas; es una acción diferenciada del cierre o entrega y debe reconciliarse con la política financiera objetivo.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
PRD-16;Alta;Completar cobertura funcional;"Detalle técnico para fabricar. Piso muestra partidas/material asignado y captura de avance/consumo; Kanban carece de detalle técnico completo de pedido, espesor, procesos y planos.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se consulta qué fabricar, descripción, material, espesor, cantidades, áreas, procesos, notas, progreso por parte, fecha requerida y planeada, sesiones y horas; no se exige al operador reconstruir el pedido por el folio.";"E2E-21: Se consulta qué fabricar, descripción, material, espesor, cantidades, áreas, procesos, notas, progreso por parte, fecha requerida y planeada, sesiones y horas; no se exige al operador reconstruir el pedido por el folio.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
PRD-17;Media;Completar cobertura funcional;Historial de sesiones y archivos. Servicio recupera sesiones y notas de entrega, pero no se renderiza su historial técnico con archivos de entrada/sesión/salida.;Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se ven sesiones con fecha, operador, horario neto, incidentes, avances, notas y adjuntos; se distinguen planos del cliente, archivos de sesión y salida final, con apertura en modo lectura.";"E2E-21: Se ven sesiones con fecha, operador, horario neto, incidentes, avances, notas y adjuntos; se distinguen planos del cliente, archivos de sesión y salida final, con apertura en modo lectura.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
PRD-18;Media;Completar cobertura funcional;"Bitácora de operaciones. Acciones registran auditoría durable; TablaLogs no tiene consumidor en rutas ni Configuración y no se demuestra consulta funcional de la bitácora.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se registra acción, orden, usuario y momento; Configuración expone un historial reciente. El ZIP lo mantiene en datos de sesión; no atribuir persistencia remota de logs como ya demostrada.";"E2E-21: Se registra acción, orden, usuario y momento; Configuración expone un historial reciente. El ZIP lo mantiene en datos de sesión; no atribuir persistencia remota de logs como ya demostrada.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
PLA-01;Media;Completar cobertura funcional;"Calendario semanal y mensual. Calendario es tabla por rango/turno/recurso; permite consultar intervalos pero no semana/mes navegables, hoy y detalle de pedido equivalentes completos.";Admin / gerente con permiso de planeación;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"Se puede alternar semana/mes, navegar anterior/siguiente, regresar a hoy y filtrar área; las órdenes muestran su fecha planeada y acceso a detalle.";"E2E-22: Se puede alternar semana/mes, navegar anterior/siguiente, regresar a hoy y filtrar área; las órdenes muestran su fecha planeada y acceso a detalle.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-15 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
PLA-02;Media;Obtener evidencia funcional;"Asignar fecha por arrastre. Reprogramación por formulario puede conservar el resultado de asignar fecha sin exigir arrastre; SQL impide mover ejecución activa. Falta persistir y recargar en entorno aislado.";Admin / gerente con permiso de planeación;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"Se guarda fechaPlaneada y se muestra en el día; una orden en proceso activo no puede moverse; se conserva la fecha requerida comercial.";"E2E-22: Se guarda fechaPlaneada y se muestra en el día; una orden en proceso activo no puede moverse; se conserva la fecha requerida comercial.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente.
PLA-05;Media;Completar cobertura funcional;"Liberación y trabajos disponibles. Programación y pausa conservan estados propios; no se encontró propuesta de trabajos que caben ni reubicación automática hoy/sin planear al pausar.";Admin / gerente con permiso de planeación;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"Las pausadas aparecen sin planear, el trabajo en proceso sin fecha aparece hoy y se sugieren órdenes que caben en el tiempo libre; se pueden asignar desde la sugerencia.";"E2E-22: Las pausadas aparecen sin planear, el trabajo en proceso sin fecha aparece hoy y se sugieren órdenes que caben en el tiempo libre; se pueden asignar desde la sugerencia.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
PLA-06;Media;Completar cobertura funcional;"Acciones desde calendario. Seleccionar una programación permite reprogramar o preparar; iniciar/sesión/entregar están en otros módulos y no hay enlaces contextuales al detalle ni impresión.";Admin / gerente con permiso de planeación;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"Se puede consultar detalle y ejecutar Bandeja, Iniciar, Sesión, Pausar, Reanudar, Entregar e imprimir según estado; Reactivar se reserva a administrador.";"E2E-22: Se puede consultar detalle y ejecutar Bandeja, Iniciar, Sesión, Pausar, Reanudar, Entregar e imprimir según estado; Reactivar se reserva a administrador.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
PLA-07;Media;Completar cobertura funcional;Semáforo y vista mensual. Se muestran estado y horas/capacidad, pero no calendario mensual con semáforo de compromiso fijo/próximo/urgente y detalle por día.;Admin / gerente con permiso de planeación;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"Se diferencian fechas fijas, en tiempo, próximas y urgentes; el mes presenta resumen por día y acceso al detalle. La vista mensual del ZIP muestra hasta tres folios y un contador adicional, no un planificador horario completo.";"E2E-22: Se diferencian fechas fijas, en tiempo, próximas y urgentes; el mes presenta resumen por día y acceso al detalle. La vista mensual del ZIP muestra hasta tres folios y un contador adicional, no un planificador horario completo.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
DOC-01;Alta;Completar cobertura funcional;Orden de servicio. No se encontró documento de orden de servicio conectado con empresa/cliente/PO/líneas/precios y totales. Plantillas configuradas no son un documento emitible.;"Administración / producción; cliente destinatario sin portal";"notas_entrega; partidas_nota_entrega; archivos; configuración de empresa/plantillas";Se genera documento con empresa, fecha, folio, cliente, razón social/RFC, PO, área/procesos, líneas, material, espesor, cantidad, precios y totales comerciales cuando corresponden.;E2E-23: Se genera documento con empresa, fecha, folio, cliente, razón social/RFC, PO, área/procesos, líneas, material, espesor, cantidad, precios y totales comerciales cuando corresponden.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
DOC-02;Alta;Completar cobertura funcional;"Nota de entrega. Registro de nota de entrega con renglones/cantidades y receptor disponible; falta documento imprimible/guardable con empresa, materiales y leyenda configurada.";"Administración / producción; cliente destinatario sin portal";"notas_entrega; partidas_nota_entrega; archivos; configuración de empresa/plantillas";"Se genera documento con empresa, cliente, orden, conceptos, materiales, cantidades y nota configurada, sin precios en el cuerpo de entrega, con espacios para quien recibe y firma; imprimir/guardar PDF usa el diálogo del navegador.";"E2E-23: Se genera documento con empresa, cliente, orden, conceptos, materiales, cantidades y nota configurada, sin precios en el cuerpo de entrega, con espacios para quien recibe y firma; imprimir/guardar PDF usa el diálogo del navegador.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
DOC-03;Media;Completar cobertura funcional;Consulta y reimpresión. Notas de entrega se recuperan como datos, pero no hay visor/reimpresión conectado de orden de servicio o entrega desde Órdenes/historial.;"Administración / producción; cliente destinatario sin portal";"notas_entrega; partidas_nota_entrega; archivos; configuración de empresa/plantillas";"Los documentos pueden volver a generarse desde Órdenes; el código también prevé Reimprimir para tarjetas entregadas. La firma es un espacio impreso, no un módulo evidenciado de firma electrónica.";"E2E-23: Los documentos pueden volver a generarse desde Órdenes; el código también prevé Reimprimir para tarjetas entregadas. La firma es un espacio impreso, no un módulo evidenciado de firma electrónica.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
DOC-04;Media;Completar cobertura funcional;"Ciclo de archivos múltiples. Ficha de cliente permite documentos y acción Pipeline admite adjunto; falta ciclo múltiple integrado de RFQ→OP→sesión→salida y retiro de lista según contexto.";"Administración / producción; cliente destinatario sin portal";"notas_entrega; partidas_nota_entrega; archivos; configuración de empresa/plantillas";"Se conservan nombre, enlace, tamaño/tipo y fecha en el registro; hay subida múltiple, apertura y retiro de la lista donde sea editable, con modo lectura en taller. Retirar de lista no se debe describir como borrado físico probado.";"E2E-12: Se conservan nombre, enlace, tamaño/tipo y fecha en el registro; hay subida múltiple, apertura y retiro de la lista donde sea editable, con modo lectura en taller. Retirar de lista no se debe describir como borrado físico probado.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
AR-01;Alta;Completar cobertura funcional;"AR vinculado al aprobar. Aprobación crea OP pero no CxC borrador; abrir cuenta es una acción independiente posterior a completar fabricación.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Se genera referencia INVCNC-NNNNNNN con cliente, orden, total, impuesto, condiciones, emisión, pagos y saldo; inicia en borrador y no nace para TI.";"E2E-07: Se genera referencia INVCNC-NNNNNNN con cliente, orden, total, impuesto, condiciones, emisión, pagos y saldo; inicia en borrador y no nace para TI.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
AR-02;Alta;Completar cobertura funcional;"Alta de factura/cuenta por cobrar. Acción de alta vinculada a OP completada existe en servidor, pero ningún componente la invoca; no hay alta de CxC disponible desde la UI ni propuesta de datos comerciales.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Se selecciona orden, se propone cliente y valores de RFQ, se capturan vencimiento, abono inicial y número de factura fiscal; el alta guarda la cuenta vinculada. Esta función no evidencia emisión fiscal electrónica.";"E2E-25: Se selecciona orden, se propone cliente y valores de RFQ, se capturan vencimiento, abono inicial y número de factura fiscal; el alta guarda la cuenta vinculada. Esta función no evidencia emisión fiscal electrónica.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
AR-03;Media;Completar cobertura funcional;"Estados y activación. Existen pendiente/parcial/pagado/cancelado; falta estado borrador desde aprobación y activación automática al quedar lista/entregada.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Se permite activarlo como pendiente y calcular vencimiento; el pago completo se reconoce como pagado. Se distinguen borrador, pendiente y pagado.";"E2E-24: Se permite activarlo como pendiente y calcular vencimiento; el pago completo se reconoce como pagado. Se distinguen borrador, pendiente y pagado.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
AR-04;Media;Completar cobertura funcional;"Reglas de plazo. Vencimiento es entrada obligatoria de una acción sin interfaz; no se deriva de condiciones contado/15/30/crédito ni de activación automática.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Contado vence el mismo día; 15 días, 30 días y crédito usan 15, 30 y 45 días calendario respectivamente en la base; queda visible la fecha de vencimiento.";"E2E-24: Contado vence el mismo día; 15 días, 30 días y crédito usan 15, 30 y 45 días calendario respectivamente en la base; queda visible la fecha de vencimiento.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
AR-05;Media;Completar cobertura funcional;"Pagos y anticipos. Pago parcial/total y moneda se representan; falta cuenta bancaria destino seleccionable y anticipo antes del cierre productivo.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Se guardan tipo anticipo/pago, fecha, importe MXN, método y notas; el historial permite registrar cuenta destino, referencia y TC. Se recalculan total cobrado, saldo y estado según la suma aplicable.";"E2E-24: Se guardan tipo anticipo/pago, fecha, importe MXN, método y notas; el historial permite registrar cuenta destino, referencia y TC. Se recalculan total cobrado, saldo y estado según la suma aplicable.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04,D-08 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
AR-06;Alta;Completar cobertura funcional;"Anticipo antes de terminación. No se encontró anticipo en CxC borrador antes de terminar; la apertura exige orden completada.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Se puede registrar un anticipo desde el historial; se conserva el pago cuando la orden llega a Lista, con saldo residual disponible para cobrar.";"E2E-24: Se puede registrar un anticipo desde el historial; se conserva el pago cuando la orden llega a Lista, con saldo residual disponible para cobrar.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
AR-07;Media;Completar cobertura funcional;"Liquidación y resumen. Motor liquida y genera monedero con excedente, acorde con OBS-25. Falta panel completo de total/cobrado/restante/progreso y movimientos recuperables; no se ejecutó liquidación persistida.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"El saldo queda en cero y el documento se reconoce pagado; historial muestra total, cobrado, restante, movimientos y progreso de pago. No se infiere un monedero por excedente en esta base.";"E2E-24: El saldo queda en cero y el documento se reconoce pagado; historial muestra total, cobrado, restante, movimientos y progreso de pago. No se infiere un monedero por excedente en esta base.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
AR-08;Media;Completar cobertura funcional;Edición de pago. No se encontró edición/reversión funcional de pago con recálculo de deuda y cuenta. Inmutabilidad no demuestra una alternativa de corrección.;Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Se puede modificar fecha, monto, método, cuenta, referencia, TC y notas; cancelar conserva el movimiento. El objetivo debe reconciliar saldo y agregados con la edición persistida.";"E2E-25: Se puede modificar fecha, monto, método, cuenta, referencia, TC y notas; cancelar conserva el movimiento. El objetivo debe reconciliar saldo y agregados con la edición persistida.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
AR-09;Media;Resolver decisión de negocio;"Movimientos heredados. No se encontró carga de movimientos heredados dentro de Cobranza; alcance y excepción histórica necesitan decisión explícita.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Se representa ese anticipo en el historial aunque no sea un pago estructurado; debe computarse una sola vez en la equivalencia objetivo y distinguirse de los movimientos editables.";"E2E-24: Se representa ese anticipo en el historial aunque no sea un pago estructurado; debe computarse una sola vez en la equivalencia objetivo y distinguirse de los movimientos editables.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-01 para la variante indicada; no bloquea otras comprobaciones."
AR-10;Media;Completar cobertura funcional;"Listado y métricas filtradas. Listado y resumen de cartera tienen filtros parciales; falta batería completa de folio/cliente/fecha/estado y métricas conciliadas con todo filtro aplicado.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";Se muestran factura, orden, cliente, emisión, vencimiento, total, cobrado, saldo, estado, totales facturados/cobrados/pendientes/vencidos/borrador y acción de limpiar.;E2E-25: Se muestran factura, orden, cliente, emisión, vencimiento, total, cobrado, saldo, estado, totales facturados/cobrados/pendientes/vencidos/borrador y acción de limpiar.;Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
AR-11;Media;Completar cobertura funcional;Navegar a la orden. Folio de OP se presenta como texto plano en Cobranza, sin enlace ni modal. La ruta Órdenes acepta ordenId, pero no hay navegación conectada desde esta tabla.;Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";Se abre su detalle con cliente, estado, área, fechas, horas, líneas, notas y última sesión de trabajo.;E2E-25: Se abre su detalle con cliente, estado, área, fechas, horas, líneas, notas y última sesión de trabajo.;Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
AR-12;Media;Completar cobertura funcional;"Antigüedad de saldos. Buckets por vencimiento en MXN pasan pruebas puras; tarjeta usa la cartera completa mientras tabla usa cuentasFiltradas. Falta desglose navegable y conciliación al filtrar por cliente/período.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Se agrupan saldos pendientes en al corriente, 1-30, 31-60, 61-90 y más de 90 días; se listan documento, cliente, vencimiento y días restantes/vencidos. Es una pestaña de CxC en el ZIP.";"E2E-26: Se agrupan saldos pendientes en al corriente, 1-30, 31-60, 61-90 y más de 90 días; se listan documento, cliente, vencimiento y días restantes/vencidos. Es una pestaña de CxC en el ZIP.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
AR-13;Media;Completar cobertura funcional;Alertas de vencimiento. Vencidos se identifican en aging/tabla, pero no se acredita toda la consulta y alerta previa al vencimiento de la referencia.;Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Se destaca vencimiento pasado y proximidad de tres días; documentos pagados no se tratan como deuda vencida.";"E2E-26: Se destaca vencimiento pasado y proximidad de tres días; documentos pagados no se tratan como deuda vencida.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
AR-14;Media;Completar cobertura funcional;"Estado de cuenta por cliente. No se encontró estado de cuenta consolidado imprimible por cliente con sus documentos/saldos; listado de cartera no lo sustituye.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";Se muestran todas sus facturas, órdenes, fechas, valores, pagos, saldos y estados con totales históricos. Esta vista base no prueba exportación ni envío del estado de cuenta.;E2E-27: Se muestran todas sus facturas, órdenes, fechas, valores, pagos, saldos y estados con totales históricos. Esta vista base no prueba exportación ni envío del estado de cuenta.;Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
AR-15;Media;Completar cobertura funcional;"Cobros agrupados por cuenta. Pago no selecciona cuenta bancaria y no existe agrupación por cuenta destino para conciliación; catálogo de cuentas está separado.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"La pestaña de Antigüedad suma los pagos por cuenta bancaria y muestra nombre/banco e importe; no equivale a saldo bancario disponible ni flujo neto de ingresos y egresos.";"E2E-28: La pestaña de Antigüedad suma los pagos por cuenta bancaria y muestra nombre/banco e importe; no equivale a saldo bancario disponible ni flujo neto de ingresos y egresos.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-08 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
AR-16;Media;Completar cobertura funcional;"Eliminación de registro de cobro. No se encontró retiro/corrección de registro de cobro con efecto en deuda e historial; la auditoría no debe ejecutar borrados para demostrarlo.";Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Se pide confirmación y se identifica que afecta al registro financiero y sus pagos, conservando la orden. Registrar como capacidad histórica; la versión mejorada puede ofrecer anulación trazable equivalente.";"E2E-16: Se pide confirmación y se identifica que afecta al registro financiero y sus pagos, conservando la orden. Registrar como capacidad histórica; la versión mejorada puede ofrecer anulación trazable equivalente.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
GAS-01;Media;Completar cobertura funcional;"Alta manual. Alta manual captura fecha/categoría/descripción/importes/moneda/TC/UUID de OP/método/folio/notas; proveedor solo existe en contrato sin selector. Faltan tipo fijo/variable, cuenta origen y estado inicial elegible.";Admin / contador con permisos financieros;"gastos; proveedores; OP; consumos; sesiones y tarifas históricas";"Se capturan fecha, tipo fijo/variable, concepto, categoría, proveedor, factura/folio, método de pago, moneda, subtotal, IVA, orden opcional, estado y vencimiento; concepto/subtotal son requeridos.";"E2E-29: Se capturan fecha, tipo fijo/variable, concepto, categoría, proveedor, factura/folio, método de pago, moneda, subtotal, IVA, orden opcional, estado y vencimiento; concepto/subtotal son requeridos.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-08 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
GAS-02;Media;Completar cobertura funcional;Edición de gasto. Listado permite cambios de estado pero no edición de los datos de un gasto guardado con recuperación posterior.;Admin / contador con permisos financieros;"gastos; proveedores; OP; consumos; sesiones y tarifas históricas";"Se recuperan los datos y comprobante existentes, se pueden corregir campos, recalcular importes y guardar; cancelar no confirma cambios.";"E2E-29: Se recuperan los datos y comprobante existentes, se pueden corregir campos, recalcular importes y guardar; cancelar no confirma cambios.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
GAS-03;Media;Completar cobertura funcional;Impuesto y moneda. Moneda/TC e IVA están en contratos, pero formulario no ofrece selector consistente 8/16/sin IVA y tratamiento neto/total de la referencia.;Admin / contador con permisos financieros;"gastos; proveedores; OP; consumos; sesiones y tarifas históricas";"Se ofrece sin IVA, 8% y 16% por gasto; se muestran IVA, total en moneda y equivalente MXN usando TC cuando es USD.";"E2E-29: Se ofrece sin IVA, 8% y 16% por gasto; se muestran IVA, total en moneda y equivalente MXN usando TC cuando es USD.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-16 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
GAS-04;Media;Completar cobertura funcional;Vinculación a orden. OrdenId opcional atribuye costo, pero captura exige UUID sin buscador ni herencia contextual de la orden.;Admin / contador con permisos financieros;"gastos; proveedores; OP; consumos; sesiones y tarifas históricas";Se elige la orden en desplegable que incluye folio, cliente y estado, o se deja sin vinculación. El proveedor es un campo del gasto, no un catálogo autónomo evidenciado.;E2E-29: Se elige la orden en desplegable que incluye folio, cliente y estado, o se deja sin vinculación. El proveedor es un campo del gasto, no un catálogo autónomo evidenciado.;Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
GAS-05;Media;Completar cobertura funcional;"Pago y vencimiento de CxP. Marcar pagado/cancelar existe; la tabla no presenta vencimiento ni aviso individual de deuda vencida y falta cuenta origen. Métrica global no demuestra consulta de cada CxP.";Admin / contador con permisos financieros;"gastos; proveedores; OP; consumos; sesiones y tarifas históricas";"Se puede marcar Pagado, ver estado y distinguir vencimiento pasado; se mantiene fecha límite de pago y método.";"E2E-29: Se puede marcar Pagado, ver estado y distinguir vencimiento pasado; se mantiene fecha límite de pago y método.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
GAS-06;Media;Completar cobertura funcional;"Filtros de gastos. Filtros por estado/categoría y rango existen; falta cobertura integral de combinaciones y búsqueda de referencia con limpieza conciliada.";Admin / contador con permisos financieros;"gastos; proveedores; OP; consumos; sesiones y tarifas históricas";"Se busca concepto/proveedor y se filtra categoría, estado, proveedor, con/sin IVA y períodos; la tabla se ordena por fecha y muestra resultados y suma.";"E2E-29: Se busca concepto/proveedor y se filtra categoría, estado, proveedor, con/sin IVA y períodos; la tabla se ordena por fecha y muestra resultados y suma.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
GAS-07;Media;Completar cobertura funcional;"Métricas y gráfico interactivo. Distribución por categoría usa todos los gastos mientras tabla usa filtrados; faltan KPI fijos/variables/pendientes y acción del gráfico que filtre. El gráfico no mide el mismo subconjunto del listado.";Admin / contador con permisos financieros;"gastos; proveedores; OP; consumos; sesiones y tarifas históricas";"Se muestran gasto total, fijos, variables, pendiente de pago y distribución por categoría; se puede ocultar/mostrar gráfico y pulsar una categoría para filtrar.";"E2E-29: Se muestran gasto total, fijos, variables, pendiente de pago y distribución por categoría; se puede ocultar/mostrar gráfico y pulsar una categoría para filtrar.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
GAS-08;Media;Obtener evidencia funcional;"Escaneo de comprobante. OCR de imágenes y precarga editable están implementados; cinco casos locales usan proveedor simulado. Servicio real no verificado. Proveedor/método/notas del comprobante no se precargan y PDF no se admite; no se certifica paridad completa.";Admin / contador con permisos financieros;"gastos; proveedores; OP; consumos; sesiones y tarifas históricas";"Se precargan proveedor, fecha, subtotal, IVA, folio, método, concepto y notas; la persona revisa y edita antes de guardar. El ZIP solo contiene el cliente del servicio, no su implementación; disponibilidad real pendiente de prueba.";"E2E-30: Se precargan proveedor, fecha, subtotal, IVA, folio, método, concepto y notas; la persona revisa y edita antes de guardar. El ZIP solo contiene el cliente del servicio, no su implementación; disponibilidad real pendiente de prueba.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente.
GAS-09;Media;Completar cobertura funcional;"Adjunto y revisión del comprobante. Selección de imagen para OCR no envía comprobanteUrl al guardar el gasto; falta previsualización y recuperación posterior del archivo. Una respuesta OCR no acredita un adjunto persistido.";Admin / contador con permisos financieros;"gastos; proveedores; OP; consumos; sesiones y tarifas históricas";"Se muestra previsualización, opción de volver a escanear y acceso al comprobante guardado; se mantiene captura manual como vía independiente.";"E2E-30: Se muestra previsualización, opción de volver a escanear y acceso al comprobante guardado; se mantiene captura manual como vía independiente.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
