ID;Origen;Modulo_base;Capacidad_base;Fuente_base;Resultado_exigido;Actor_objetivo;Puntos_entrada_revisados;Operacion_disparador;Datos_relacionados;Regla_estado_y_resultado_objetivo;Evidencia_codigo;Evidencia_ejecutada_local;Evidencia_funcional_E2E;Clasificacion;Motivo;Siguiente_prueba_necesaria;Dependencia;Decisiones_relacionadas
PRD-18;B;Producción;Bitácora de operaciones;"src/App.jsx:3315-3316;3459-3460;3252-3258;4413-4417";"Se registra acción, orden, usuario y momento; Configuración expone un historial reciente. El ZIP lo mantiene en datos de sesión; no atribuir persistencia remota de logs como ya demostrada.";Operador PIN / gerente o admin con sesión administrativa;"/produccion: Kanban/panel/entrega; /produccion-piso: control asignado";se cambia un estado o se guarda sesión;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Acciones registran auditoría durable; TablaLogs no tiene consumidor en rutas ni Configuración y no se demuestra consulta funcional de la bitácora.";"src/modulos/produccion/acciones/cerrar-sesion-operador.ts:31; src/modulos/auditoria/componentes/tabla-logs.tsx:27; src/modulos/configuracion/componentes/operacion-configuracion.tsx:16";integracion/produccion-sesiones (6 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Acciones registran auditoría durable; TablaLogs no tiene consumidor en rutas ni Configuración y no se demuestra consulta funcional de la bitácora.";"E2E-21: Se registra acción, orden, usuario y momento; Configuración expone un historial reciente. El ZIP lo mantiene en datos de sesión; no atribuir persistencia remota de logs como ya demostrada.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
PLA-01;B;Calendario y planeación;Calendario semanal y mensual;"src/App.jsx:3531-3743;3793-3806";"Se puede alternar semana/mes, navegar anterior/siguiente, regresar a hoy y filtrar área; las órdenes muestran su fecha planeada y acceso a detalle.";Admin / gerente con permiso de planeación;/planeacion: rango, tabla y panel de asignación;se abre Calendario;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"Calendario es tabla por rango/turno/recurso; permite consultar intervalos pero no semana/mes navegables, hoy y detalle de pedido equivalentes completos.";src/modulos/planeacion/componentes/calendario-planeacion.tsx:183;unitarias/planeacion-componentes (3 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Calendario es tabla por rango/turno/recurso; permite consultar intervalos pero no semana/mes navegables, hoy y detalle de pedido equivalentes completos.";"E2E-22: Se puede alternar semana/mes, navegar anterior/siguiente, regresar a hoy y filtrar área; las órdenes muestran su fecha planeada y acceso a detalle.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-15 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-15
PLA-02;B;Calendario y planeación;Asignar fecha por arrastre;"src/App.jsx:3320-3336;3584-3587;3638-3646;3677-3696";"Se guarda fechaPlaneada y se muestra en el día; una orden en proceso activo no puede moverse; se conserva la fecha requerida comercial.";Admin / gerente con permiso de planeación;/planeacion: rango, tabla y panel de asignación;se arrastra una orden sin planear a un día;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"Reprogramación por formulario puede conservar el resultado de asignar fecha sin exigir arrastre; SQL impide mover ejecución activa. Falta persistir y recargar en entorno aislado.";"src/modulos/planeacion/componentes/panel-asignacion-planeacion.tsx:182; supabase/migrations/20260911000002_auditoria_ordenes_planeacion_produccion.sql:364";"unitarias/planeacion-acciones (7 casos aprobados); unitarias/planeacion-esquemas (43 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.";"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no verificable por datos/acceso/servicio;"Reprogramación por formulario puede conservar el resultado de asignar fecha sin exigir arrastre; SQL impide mover ejecución activa. Falta persistir y recargar en entorno aislado.";"E2E-22: Se guarda fechaPlaneada y se muestra en el día; una orden en proceso activo no puede moverse; se conserva la fecha requerida comercial.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente.;
PLA-03;B;Calendario y planeación;Capacidad diaria base;"src/App.jsx:3294;3327-3335;3564-3579;3594-3627";"Se compara la suma diaria contra una capacidad global de ocho horas por defecto; se muestran horas utilizadas/libres, estimadas/reales y sobrecarga. No atribuir al ZIP una agenda individual por operador o máquina.";Admin / gerente con permiso de planeación;/planeacion: rango, tabla y panel de asignación;se distribuyen órdenes con horas estimadas;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"La regla global de ocho horas se sustituye por OBS-19 y D-02; objetivo actual calcula capacidad por recurso/fecha/turno. No exigir simultáneamente capacidad global y por recurso.";"supabase/migrations/20260911000002_auditoria_ordenes_planeacion_produccion.sql:232; src/modulos/planeacion/componentes/calendario-planeacion.tsx:183";unitarias/planeacion-capacidad (9 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";sustituida por observación;"La regla global de ocho horas se sustituye por OBS-19 y D-02; objetivo actual calcula capacidad por recurso/fecha/turno. No exigir simultáneamente capacidad global y por recurso.";Evaluar sustituto OBS-19.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-02 para la variante indicada; no bloquea otras comprobaciones.";D-02
PLA-04;B;Calendario y planeación;Tratamiento de sobrecarga base;"src/App.jsx:3329-3332;4172-4186";Se muestra exceso y opciones de siguiente día hábil, asignación como horas extra o cancelar. OBS-19 reemplaza la posibilidad ordinaria de sobreasignación por bloqueo.;Admin / gerente con permiso de planeación;/planeacion: rango, tabla y panel de asignación;una orden supera la capacidad del día;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"OBS-19 reemplaza sobreasignación ordinaria por bloqueo. SQL contiene rechazo de sobrecarga; falta sugerencia de siguiente hueco, evaluada en OBS-19.";"supabase/migrations/20260911000002_auditoria_ordenes_planeacion_produccion.sql:232; src/modulos/planeacion/componentes/panel-asignacion-planeacion.tsx:182";unitarias/planeacion-capacidad (9 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";sustituida por observación;"OBS-19 reemplaza sobreasignación ordinaria por bloqueo. SQL contiene rechazo de sobrecarga; falta sugerencia de siguiente hueco, evaluada en OBS-19.";Evaluar sustituto OBS-19.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-02 para la variante indicada; no bloquea otras comprobaciones.";D-02
PLA-05;B;Calendario y planeación;Liberación y trabajos disponibles;"src/App.jsx:3555-3561;3612-3631;3677-3696";"Las pausadas aparecen sin planear, el trabajo en proceso sin fecha aparece hoy y se sugieren órdenes que caben en el tiempo libre; se pueden asignar desde la sugerencia.";Admin / gerente con permiso de planeación;/planeacion: rango, tabla y panel de asignación;hay órdenes pausadas, trabajo en proceso sin fecha o capacidad libre;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"Programación y pausa conservan estados propios; no se encontró propuesta de trabajos que caben ni reubicación automática hoy/sin planear al pausar.";"src/modulos/planeacion/componentes/calendario-planeacion.tsx:183; src/modulos/planeacion/componentes/panel-asignacion-planeacion.tsx:182; supabase/migrations/20260911000002_auditoria_ordenes_planeacion_produccion.sql:547";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Programación y pausa conservan estados propios; no se encontró propuesta de trabajos que caben ni reubicación automática hoy/sin planear al pausar.";"E2E-22: Las pausadas aparecen sin planear, el trabajo en proceso sin fecha aparece hoy y se sugieren órdenes que caben en el tiempo libre; se pueden asignar desde la sugerencia.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
PLA-06;B;Calendario y planeación;Acciones desde calendario;src/App.jsx:3644-3667;"Se puede consultar detalle y ejecutar Bandeja, Iniciar, Sesión, Pausar, Reanudar, Entregar e imprimir según estado; Reactivar se reserva a administrador.";Admin / gerente con permiso de planeación;/planeacion: rango, tabla y panel de asignación;se usa una tarjeta semanal;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"Seleccionar una programación permite reprogramar o preparar; iniciar/sesión/entregar están en otros módulos y no hay enlaces contextuales al detalle ni impresión.";"src/modulos/planeacion/componentes/calendario-planeacion.tsx:183; src/modulos/planeacion/componentes/panel-asignacion-planeacion.tsx:182; src/modulos/produccion/componentes/operacion-produccion.tsx:27";unitarias/planeacion-componentes (3 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Seleccionar una programación permite reprogramar o preparar; iniciar/sesión/entregar están en otros módulos y no hay enlaces contextuales al detalle ni impresión.";"E2E-22: Se puede consultar detalle y ejecutar Bandeja, Iniciar, Sesión, Pausar, Reanudar, Entregar e imprimir según estado; Reactivar se reserva a administrador.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
PLA-07;B;Calendario y planeación;Semáforo y vista mensual;"src/App.jsx:91-99;3543-3548;3701-3743";"Se diferencian fechas fijas, en tiempo, próximas y urgentes; el mes presenta resumen por día y acceso al detalle. La vista mensual del ZIP muestra hasta tres folios y un contador adicional, no un planificador horario completo.";Admin / gerente con permiso de planeación;/planeacion: rango, tabla y panel de asignación;se consulta urgencia o mes;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";Se muestran estado y horas/capacidad, pero no calendario mensual con semáforo de compromiso fijo/próximo/urgente y detalle por día.;"src/modulos/planeacion/componentes/calendario-planeacion.tsx:183; src/modulos/ordenes/componentes/tabla-ordenes.tsx:188";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;Se muestran estado y horas/capacidad, pero no calendario mensual con semáforo de compromiso fijo/próximo/urgente y detalle por día.;"E2E-22: Se diferencian fechas fijas, en tiempo, próximas y urgentes; el mes presenta resumen por día y acceso al detalle. La vista mensual del ZIP muestra hasta tres folios y un contador adicional, no un planificador horario completo.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
DOC-01;B;Documentos y adjuntos;Orden de servicio;"src/App.jsx:491-527;1699;1909";Se genera documento con empresa, fecha, folio, cliente, razón social/RFC, PO, área/procesos, líneas, material, espesor, cantidad, precios y totales comerciales cuando corresponden.;"Administración / producción; cliente destinatario sin portal";"Orden de servicio sin entrada; entrega en /produccion; documentos en ficha cliente";se solicita imprimir OS;"notas_entrega; partidas_nota_entrega; archivos; configuración de empresa/plantillas";No se encontró documento de orden de servicio conectado con empresa/cliente/PO/líneas/precios y totales. Plantillas configuradas no son un documento emitible.;"src/modulos/configuracion/componentes/pestana-plantillas-doc.tsx:12; src/modulos/ordenes/componentes/tabla-ordenes.tsx:188; src/modulos/pipeline/componentes/formulario-cotizacion.tsx:72";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;No se encontró documento de orden de servicio conectado con empresa/cliente/PO/líneas/precios y totales. Plantillas configuradas no son un documento emitible.;E2E-23: Se genera documento con empresa, fecha, folio, cliente, razón social/RFC, PO, área/procesos, líneas, material, espesor, cantidad, precios y totales comerciales cuando corresponden.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-14
DOC-02;B;Documentos y adjuntos;Nota de entrega;"src/App.jsx:491-527;1700;1910";"Se genera documento con empresa, cliente, orden, conceptos, materiales, cantidades y nota configurada, sin precios en el cuerpo de entrega, con espacios para quien recibe y firma; imprimir/guardar PDF usa el diálogo del navegador.";"Administración / producción; cliente destinatario sin portal";"Orden de servicio sin entrada; entrega en /produccion; documentos en ficha cliente";se solicita la nota;"notas_entrega; partidas_nota_entrega; archivos; configuración de empresa/plantillas";"Registro de nota de entrega con renglones/cantidades y receptor disponible; falta documento imprimible/guardable con empresa, materiales y leyenda configurada.";"src/modulos/produccion/componentes/formulario-nota-entrega.tsx:26; src/modulos/produccion/servicios/entrega-servicio.ts:6; src/modulos/configuracion/componentes/pestana-plantillas-doc.tsx:12";integracion/produccion-sesiones (6 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Registro de nota de entrega con renglones/cantidades y receptor disponible; falta documento imprimible/guardable con empresa, materiales y leyenda configurada.";"E2E-23: Se genera documento con empresa, cliente, orden, conceptos, materiales, cantidades y nota configurada, sin precios en el cuerpo de entrega, con espacios para quien recibe y firma; imprimir/guardar PDF usa el diálogo del navegador.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-14
DOC-03;B;Documentos y adjuntos;Consulta y reimpresión;"src/App.jsx:523-524;1699-1700;3522-3523";"Los documentos pueden volver a generarse desde Órdenes; el código también prevé Reimprimir para tarjetas entregadas. La firma es un espacio impreso, no un módulo evidenciado de firma electrónica.";"Administración / producción; cliente destinatario sin portal";"Orden de servicio sin entrada; entrega en /produccion; documentos en ficha cliente";se necesita una copia documental de una orden finalizada;"notas_entrega; partidas_nota_entrega; archivos; configuración de empresa/plantillas";Notas de entrega se recuperan como datos, pero no hay visor/reimpresión conectado de orden de servicio o entrega desde Órdenes/historial.;"src/modulos/produccion/servicios/tablero-produccion-servicio.ts:42; src/modulos/produccion/componentes/operacion-produccion.tsx:27; src/modulos/ordenes/componentes/tabla-ordenes.tsx:188";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;Notas de entrega se recuperan como datos, pero no hay visor/reimpresión conectado de orden de servicio o entrega desde Órdenes/historial.;"E2E-23: Los documentos pueden volver a generarse desde Órdenes; el código también prevé Reimprimir para tarjetas entregadas. La firma es un espacio impreso, no un módulo evidenciado de firma electrónica.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-14
DOC-04;B;Documentos y adjuntos;Ciclo de archivos múltiples;"src/App.jsx:126;416-443;1435;4315";"Se conservan nombre, enlace, tamaño/tipo y fecha en el registro; hay subida múltiple, apertura y retiro de la lista donde sea editable, con modo lectura en taller. Retirar de lista no se debe describir como borrado físico probado.";"Administración / producción; cliente destinatario sin portal";"Orden de servicio sin entrada; entrega en /produccion; documentos en ficha cliente";se adjuntan referencias de cliente o resultados de taller;"notas_entrega; partidas_nota_entrega; archivos; configuración de empresa/plantillas";"Ficha de cliente permite documentos y acción Pipeline admite adjunto; falta ciclo múltiple integrado de RFQ→OP→sesión→salida y retiro de lista según contexto.";"src/modulos/clientes/componentes/ficha-cliente.tsx:112; src/modulos/pipeline/acciones/agregar-archivo-adjunto.ts:30; src/modulos/produccion/componentes/panel-operador-produccion.tsx:39";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Ficha de cliente permite documentos y acción Pipeline admite adjunto; falta ciclo múltiple integrado de RFQ→OP→sesión→salida y retiro de lista según contexto.";"E2E-12: Se conservan nombre, enlace, tamaño/tipo y fecha en el registro; hay subida múltiple, apertura y retiro de la lista donde sea editable, con modo lectura en taller. Retirar de lista no se debe describir como borrado físico probado.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-14
AR-01;B;Cobranza;AR vinculado al aprobar;"src/App.jsx:114;124;1063-1114;1565-1571";"Se genera referencia INVCNC-NNNNNNN con cliente, orden, total, impuesto, condiciones, emisión, pagos y saldo; inicia en borrador y no nace para TI.";Admin / contador con permisos financieros;"/cobranza: listado, modal cobro/saldo, recibo; alta solo en servidor";se aprueba una cotización comercial o se ingresa orden heredada;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Aprobación crea OP pero no CxC borrador; abrir cuenta es una acción independiente posterior a completar fabricación.";"supabase/migrations/20260911000003_auditoria_cobranza_pipeline.sql:487; src/modulos/cobranza/acciones/abrir-cuenta-por-cobrar.ts:16; src/modulos/cobranza/componentes/operacion-cobranza.tsx:54";integracion/cobranza-acciones (6 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Aprobación crea OP pero no CxC borrador; abrir cuenta es una acción independiente posterior a completar fabricación.";"E2E-07: Se genera referencia INVCNC-NNNNNNN con cliente, orden, total, impuesto, condiciones, emisión, pagos y saldo; inicia en borrador y no nace para TI.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-04
AR-02;B;Cobranza;Alta de factura/cuenta por cobrar;"src/App.jsx:2137;2152-2163;2589-2595";"Se selecciona orden, se propone cliente y valores de RFQ, se capturan vencimiento, abono inicial y número de factura fiscal; el alta guarda la cuenta vinculada. Esta función no evidencia emisión fiscal electrónica.";Admin / contador con permisos financieros;"/cobranza: listado, modal cobro/saldo, recibo; alta solo en servidor";se usa Nueva factura;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Acción de alta vinculada a OP completada existe en servidor, pero ningún componente la invoca; no hay alta de CxC disponible desde la UI ni propuesta de datos comerciales.";"src/modulos/cobranza/componentes/operacion-cobranza.tsx:54; src/modulos/cobranza/acciones/abrir-cuenta-por-cobrar.ts:16; src/modulos/cobranza/servicios/cobranza-servicio.ts:40";integracion/cobranza-acciones (6 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Acción de alta vinculada a OP completada existe en servidor, pero ningún componente la invoca; no hay alta de CxC disponible desde la UI ni propuesta de datos comerciales.";"E2E-25: Se selecciona orden, se propone cliente y valores de RFQ, se capturan vencimiento, abono inicial y número de factura fiscal; el alta guarda la cuenta vinculada. Esta función no evidencia emisión fiscal electrónica.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-04
AR-03;B;Cobranza;Estados y activación;"src/App.jsx:2143-2149;2277-2281";"Se permite activarlo como pendiente y calcular vencimiento; el pago completo se reconoce como pagado. Se distinguen borrador, pendiente y pagado.";Admin / contador con permisos financieros;"/cobranza: listado, modal cobro/saldo, recibo; alta solo en servidor";se consulta un AR borrador y la orden ya está Lista/Entregada;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Existen pendiente/parcial/pagado/cancelado; falta estado borrador desde aprobación y activación automática al quedar lista/entregada.";"src/modulos/cobranza/tipos/cobranza.ts:14; src/modulos/cobranza/servicios/cobranza-servicio.ts:40; supabase/migrations/20260911000003_auditoria_cobranza_pipeline.sql:487";unitarias/cobranza-esquemas (16 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Existen pendiente/parcial/pagado/cancelado; falta estado borrador desde aprobación y activación automática al quedar lista/entregada.";"E2E-24: Se permite activarlo como pendiente y calcular vencimiento; el pago completo se reconoce como pagado. Se distinguen borrador, pendiente y pagado.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-04
AR-04;B;Cobranza;Reglas de plazo;"src/App.jsx:49;2279;3307-3312";"Contado vence el mismo día; 15 días, 30 días y crédito usan 15, 30 y 45 días calendario respectivamente en la base; queda visible la fecha de vencimiento.";Admin / contador con permisos financieros;"/cobranza: listado, modal cobro/saldo, recibo; alta solo en servidor";se activa una CxC;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Vencimiento es entrada obligatoria de una acción sin interfaz; no se deriva de condiciones contado/15/30/crédito ni de activación automática.";"src/modulos/cobranza/componentes/operacion-cobranza.tsx:54; src/modulos/cobranza/acciones/abrir-cuenta-por-cobrar.ts:16";unitarias/cobranza-esquemas (16 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;"Vencimiento es entrada obligatoria de una acción sin interfaz; no se deriva de condiciones contado/15/30/crédito ni de activación automática.";"E2E-24: Contado vence el mismo día; 15 días, 30 días y crédito usan 15, 30 y 45 días calendario respectivamente en la base; queda visible la fecha de vencimiento.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-04
AR-05;B;Cobranza;Pagos y anticipos;"src/App.jsx:2139;2166-2177;2387-2464;2539-2576";"Se guardan tipo anticipo/pago, fecha, importe MXN, método y notas; el historial permite registrar cuenta destino, referencia y TC. Se recalculan total cobrado, saldo y estado según la suma aplicable.";Admin / contador con permisos financieros;"/cobranza: listado, modal cobro/saldo, recibo; alta solo en servidor";se registra un movimiento desde historial o desde Pago;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Pago parcial/total y moneda se representan; falta cuenta bancaria destino seleccionable y anticipo antes del cierre productivo.";"src/modulos/cobranza/componentes/modal-registrar-pago.tsx:18; src/modulos/cobranza/servicios/cobranza-servicio.ts:40; src/modulos/cobranza/componentes/operacion-cobranza.tsx:54";integracion/cobranza-acciones (6 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Pago parcial/total y moneda se representan; falta cuenta bancaria destino seleccionable y anticipo antes del cierre productivo.";"E2E-24: Se guardan tipo anticipo/pago, fecha, importe MXN, método y notas; el historial permite registrar cuenta destino, referencia y TC. Se recalculan total cobrado, saldo y estado según la suma aplicable.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04,D-08 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-04,D-08
AR-06;B;Cobranza;Anticipo antes de terminación;"src/App.jsx:2430-2463;2542-2544;3303-3313";"Se puede registrar un anticipo desde el historial; se conserva el pago cuando la orden llega a Lista, con saldo residual disponible para cobrar.";Admin / contador con permisos financieros;"/cobranza: listado, modal cobro/saldo, recibo; alta solo en servidor";una orden todavía tiene AR borrador;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"No se encontró anticipo en CxC borrador antes de terminar; la apertura exige orden completada.";"src/modulos/cobranza/acciones/abrir-cuenta-por-cobrar.ts:16; src/modulos/cobranza/servicios/cobranza-servicio.ts:40";integracion/cobranza-acciones (6 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;"No se encontró anticipo en CxC borrador antes de terminar; la apertura exige orden completada.";"E2E-24: Se puede registrar un anticipo desde el historial; se conserva el pago cuando la orden llega a Lista, con saldo residual disponible para cobrar.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-04
AR-07;B;Cobranza;Liquidación y resumen;"src/App.jsx:121-123;2143-2149;2166-2177;2407-2428";"El saldo queda en cero y el documento se reconoce pagado; historial muestra total, cobrado, restante, movimientos y progreso de pago. No se infiere un monedero por excedente en esta base.";Admin / contador con permisos financieros;"/cobranza: listado, modal cobro/saldo, recibo; alta solo en servidor";se completa el monto adeudado;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Motor liquida y genera monedero con excedente, acorde con OBS-25. Falta panel completo de total/cobrado/restante/progreso y movimientos recuperables; no se ejecutó liquidación persistida.";"src/modulos/cobranza/componentes/operacion-cobranza.tsx:54; src/modulos/cobranza/componentes/tabla-cuentas-por-cobrar.tsx:69; src/modulos/cobranza/servicios/cobranza-servicio.ts:40";"integracion/cobranza-acciones (6 casos aprobados); unitarias/cobranza-aging (13 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.";"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Motor liquida y genera monedero con excedente, acorde con OBS-25. Falta panel completo de total/cobrado/restante/progreso y movimientos recuperables; no se ejecutó liquidación persistida.";"E2E-24: El saldo queda en cero y el documento se reconoce pagado; historial muestra total, cobrado, restante, movimientos y progreso de pago. No se infiere un monedero por excedente en esta base.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
AR-08;B;Cobranza;Edición de pago;"src/App.jsx:2073-2124;2420-2424";"Se puede modificar fecha, monto, método, cuenta, referencia, TC y notas; cancelar conserva el movimiento. El objetivo debe reconciliar saldo y agregados con la edición persistida.";Admin / contador con permisos financieros;"/cobranza: listado, modal cobro/saldo, recibo; alta solo en servidor";se abre Editar en un movimiento no heredado;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";No se encontró edición/reversión funcional de pago con recálculo de deuda y cuenta. Inmutabilidad no demuestra una alternativa de corrección.;"src/modulos/cobranza/componentes/modal-registrar-pago.tsx:18; src/modulos/cobranza/servicios/cobranza-servicio.ts:40; src/modulos/cobranza/componentes/recibo-pago-vista.tsx:5";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;No se encontró edición/reversión funcional de pago con recálculo de deuda y cuenta. Inmutabilidad no demuestra una alternativa de corrección.;"E2E-25: Se puede modificar fecha, monto, método, cuenta, referencia, TC y notas; cancelar conserva el movimiento. El objetivo debe reconciliar saldo y agregados con la edición persistida.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
